config_id,strategy,ema_window,signal_window,signal_level,atr_window,sl_atr,rr,direction,trades,winrate,avg_win_r,avg_loss_r,expectancy_r,profit_factor_r,total_r,max_drawdown_r,target_hit
C0013,donchian_breakout,50,20,0.0,14,1.75,2.0,long,2244,0.3471479500891266,1.8317712435581217,-1.2337827111349393,-0.16958193987562795,0.7894641070742673,-380.5418730809091,392.63753966368506,False
C0313,bollinger_reentry,100,20,2.0,14,1.75,1.5,long,2858,0.4097270818754374,1.3148471740032919,-1.2015300440131351,-0.17050214957743312,0.7595956256137774,-487.29514349230385,497.8008313818097,False
C0337,bollinger_reentry,200,20,2.0,14,1.75,1.5,long,2858,0.4097270818754374,1.3148471740032919,-1.2015300440131351,-0.17050214957743312,0.7595956256137774,-487.29514349230385,497.8008313818097,False
C0084,donchian_breakout,100,48,0.0,14,1.75,1.5,both,2900,0.4068965517241379,1.3504819158696186,-1.215156522940614,-0.17120708921782973,0.7624477916284067,-496.50055873170623,506.1676124958692,False
C0030,donchian_breakout,50,48,0.0,14,1.75,1.5,both,2946,0.40699253224711474,1.3501725579575947,-1.2155885779316586,-0.17134295609485792,0.7623053087484717,-504.77634865545144,514.443402419614,False
C0079,donchian_breakout,100,48,0.0,14,1.25,2.5,long,1520,0.3236842105263158,2.2777723160179524,-1.344443493184785,-0.17198942862705668,0.810848550635887,-261.42393151312615,281.9972343722958,False
C0279,rsi_pullback,200,7,30.0,14,1.75,2.0,long,875,0.3394285714285714,1.8162155368800346,-1.1947756435735926,-0.17275920860818994,0.7811053939423831,-151.1643075321662,160.9485762089535,False
C0025,donchian_breakout,50,48,0.0,14,1.25,2.5,long,1546,0.32341526520051744,2.2767104794556063,-1.3437280103195008,-0.1728229360067236,0.809906260695192,-267.1842590663947,287.75756192556446,False
C0277,rsi_pullback,200,7,30.0,14,1.75,1.5,long,936,0.405982905982906,1.3140708893229531,-1.1899918626262662,-0.17338518982636947,0.7547160881520814,-162.28853767748183,167.94168411025606,False
C0121,donchian_breakout,200,20,0.0,14,1.75,2.0,long,1817,0.34617501375894333,1.8369328318442137,-1.2407217738670782,-0.17531464838969646,0.7838863054698549,-318.54671612407844,327.91204448632567,False
C0069,donchian_breakout,100,20,0.0,14,1.75,2.0,both,3813,0.34277471806976134,1.835570560756643,-1.2254455400822593,-0.17620660911020442,0.7812168268824854,-671.8758005372094,695.4682916406025,False
C0123,donchian_breakout,200,20,0.0,14,1.75,2.0,both,3403,0.3435204231560388,1.8340345218179936,-1.2292308329310815,-0.17693662202844593,0.7807381536599182,-602.1153247628015,621.3764987763293,False
C0070,donchian_breakout,100,20,0.0,14,1.75,2.5,long,1866,0.29635584137191856,2.334822484918246,-1.2378162262165522,-0.17904387506031247,0.7944345086581769,-334.09587086254305,353.14443402627506,False
C0318,bollinger_reentry,100,20,2.0,14,1.75,2.5,short,2371,0.2901729228173766,2.313058327725078,-1.1980431025363776,-0.17921653820913946,0.7892570383850105,-424.92241209386964,437.2854951598086,False
C0342,bollinger_reentry,200,20,2.0,14,1.75,2.5,short,2371,0.2901729228173766,2.313058327725078,-1.1980431025363776,-0.17921653820913946,0.7892570383850105,-424.92241209386964,437.2854951598086,False
C0015,donchian_breakout,50,20,0.0,14,1.75,2.0,both,4088,0.3412426614481409,1.8332845356975922,-1.2225993931767598,-0.17980142821107462,0.7767540983012342,-735.028238526873,750.4883041093914,False
C0328,bollinger_reentry,100,40,2.0,14,1.75,2.0,short,1920,0.3390625,1.8081319647059806,-1.2018696760423344,-0.1812909947261088,0.7717774987819455,-348.0787098741289,348.5192330051871,False
C0352,bollinger_reentry,200,40,2.0,14,1.75,2.0,short,1920,0.3390625,1.8081319647059806,-1.2018696760423344,-0.1812909947261088,0.7717774987819455,-348.0787098741289,348.5192330051871,False
C0221,rsi_pullback,100,7,20.0,14,1.75,2.5,long,71,0.28169014084507044,2.349184458444641,-1.1744180670236333,-0.18185397534242906,0.7844300365439235,-12.911632249312463,19.670016780577978,False
C0317,bollinger_reentry,100,20,2.0,14,1.75,2.5,long,2311,0.287321505841627,2.32341522589611,-1.1923832286329707,-0.18221872244201032,0.7855710174682974,-421.10746756348584,435.0848183910574,False
C0341,bollinger_reentry,200,20,2.0,14,1.75,2.5,long,2311,0.287321505841627,2.32341522589611,-1.1923832286329707,-0.18221872244201032,0.7855710174682974,-421.10746756348584,435.0848183910574,False
C0064,donchian_breakout,100,20,0.0,14,1.75,1.5,long,2280,0.40921052631578947,1.3406745779546176,-1.2372043407748572,-0.18230915166319045,0.7505782704621817,-415.66486579207424,435.5790675220817,False
C0315,bollinger_reentry,100,20,2.0,14,1.75,2.0,long,2534,0.3362273086029992,1.8185487475838045,-1.1978571468101802,-0.18365911128386825,0.7690127176876211,-465.3921879933221,484.5875433648197,False
C0339,bollinger_reentry,200,20,2.0,14,1.75,2.0,long,2534,0.3362273086029992,1.8185487475838045,-1.1978571468101802,-0.18365911128386825,0.7690127176876211,-465.3921879933221,484.5875433648197,False
C0330,bollinger_reentry,100,40,2.0,14,1.75,2.5,short,1822,0.287596048298573,2.3160605169256674,-1.1970339798628105,-0.18668188528698043,0.7810880953702707,-340.13439499287836,345.57841882407683,False
C0354,bollinger_reentry,200,40,2.0,14,1.75,2.5,short,1822,0.287596048298573,2.3160605169256674,-1.1970339798628105,-0.18668188528698043,0.7810880953702707,-340.13439499287836,345.57841882407683,False
C0126,donchian_breakout,200,20,0.0,14,1.75,2.5,both,3082,0.29331602855288774,2.3219249879927957,-1.228094120216105,-0.1868166141094062,0.7847423456529904,-575.7688046851899,589.3337570376699,False
C0173,rsi_pullback,50,7,20.0,14,1.75,2.5,long,14,0.2857142857142857,2.3474770803312826,-1.2012735058829236,-0.1873447669645789,0.7816628166142434,-2.6228267375041048,6.28619907104742,False
C0120,donchian_breakout,200,20,0.0,14,1.75,1.5,both,3839,0.40453243032039593,1.3430702126426661,-1.2283713192723984,-0.18813982693999542,0.7427869741097006,-722.2687956226424,730.9948730394881,False
C0314,bollinger_reentry,100,20,2.0,14,1.75,1.5,short,2835,0.4070546737213404,1.3055950702709764,-1.215942971056044,-0.1895391263677261,0.7371118454331023,-537.3434232525035,548.2065276897318,False
C0338,bollinger_reentry,200,20,2.0,14,1.75,1.5,short,2835,0.4070546737213404,1.3055950702709764,-1.215942971056044,-0.1895391263677261,0.7371118454331023,-537.3434232525035,548.2065276897318,False
C0010,donchian_breakout,50,20,0.0,14,1.75,1.5,long,2505,0.4063872255489022,1.3347616458770786,-1.2335805323000801,-0.18983908025044033,0.7407523216498588,-475.54689602735306,487.86818283205986,False
C0325,bollinger_reentry,100,40,2.0,14,1.75,1.5,long,2120,0.39528301886792455,1.3331151842767306,-1.1871943997593775,-0.19095881889982164,0.7340097508191439,-404.8326960676219,409.8792041176511,False
C0349,bollinger_reentry,200,40,2.0,14,1.75,1.5,long,2120,0.39528301886792455,1.3331151842767306,-1.1871943997593775,-0.19095881889982164,0.7340097508191439,-404.8326960676219,409.8792041176511,False
C0130,donchian_breakout,200,48,0.0,14,1.25,2.0,long,1481,0.3679945982444294,1.7906461722827425,-1.346171637235807,-0.19183962765605717,0.7745152907260623,-284.1144885586207,293.29943603403217,False
C0124,donchian_breakout,200,20,0.0,14,1.75,2.5,long,1669,0.29298981426003595,2.3363070098429266,-1.2407514749486994,-0.1927097738923152,0.7803186083566798,-321.63261262627407,330.4545075025874,False
C0119,donchian_breakout,200,20,0.0,14,1.75,1.5,short,1884,0.4007430997876858,1.3438067687899948,-1.220430930234313,-0.1928303661348691,0.7363370076397139,-363.2924097980934,370.3824846676473,False
C0153,donchian_breakout,200,96,0.0,14,1.25,2.5,both,1858,0.3051668460710441,2.3268262189555022,-1.3021914795669738,-0.19473559417287045,0.7847763670114354,-361.8187339731933,372.9996298001771,False
C0066,donchian_breakout,100,20,0.0,14,1.75,1.5,both,4346,0.40174873446847675,1.3401229167689264,-1.2255226147756078,-0.19477776938288885,0.7343349449036644,-846.504185738035,858.8472421205934,False
C0118,donchian_breakout,200,20,0.0,14,1.75,1.5,long,2007,0.4045839561534629,1.339635445679255,-1.2383473786603372,-0.19533688869334714,0.7350760363696924,-392.04113560754774,399.8356233398591,False
C0327,bollinger_reentry,100,40,2.0,14,1.75,2.0,long,1971,0.3272450532724505,1.8342022354140302,-1.1830801397345445,-0.1956894081410231,0.7541352566600271,-385.7038234459565,395.36995899377223,False
C0351,bollinger_reentry,200,40,2.0,14,1.75,2.0,long,1971,0.3272450532724505,1.8342022354140302,-1.1830801397345445,-0.1956894081410231,0.7541352566600271,-385.7038234459565,395.36995899377223,False
C0016,donchian_breakout,50,20,0.0,14,1.75,2.5,long,2052,0.29142300194931775,2.3297713375381224,-1.2343870712739387,-0.19570932835502416,0.7762448128340221,-401.5955417845096,411.575969612667,False
C0219,rsi_pullback,100,7,20.0,14,1.75,2.0,long,71,0.323943661971831,1.8429909630584833,-1.1729109279089478,-0.19592862520118828,0.7529129582242904,-13.910932389284369,19.15679807886987,False
C0216,rsi_pullback,100,7,20.0,14,1.25,2.5,short,71,0.323943661971831,2.211005042774772,-1.3496815396544593,-0.19621968900837053,0.7849554766829012,-13.931597919594308,25.62632485351189,False
C0231,rsi_pullback,100,7,30.0,14,1.75,2.0,long,654,0.3333333333333333,1.8145795292856364,-1.2018630939562651,-0.196382219542298,0.7549027582303262,-128.4339715806629,132.0993473906096,False
C0045,donchian_breakout,50,96,0.0,14,1.25,2.5,both,1890,0.3047619047619048,2.3244963491843427,-1.3024850343747782,-0.19711927938533202,0.7823178592152982,-372.55543803827754,388.5257719192414,False
C0099,donchian_breakout,100,96,0.0,14,1.25,2.5,both,1890,0.3047619047619048,2.3244963491843427,-1.3024850343747782,-0.19711927938533202,0.7823178592152982,-372.55543803827754,388.5257719192414,False
C0176,rsi_pullback,50,7,30.0,14,1.25,1.5,short,269,0.4349442379182156,1.233670505596685,-1.2994653838307668,-0.19769252486046252,0.7307633208181443,-53.17928918746442,53.760922363392574,False
C0072,donchian_breakout,100,20,0.0,14,1.75,2.5,both,3404,0.2896592244418331,2.3228998627815,-1.225800210723594,-0.19788649965543229,0.7727364796422043,-673.6056448270915,693.3586534458378,False
C0012,donchian_breakout,50,20,0.0,14,1.75,1.5,both,4718,0.3999576091564222,1.3392729960113312,-1.2229788249839375,-0.19818671260198087,0.7299316671544468,-935.0449100561458,945.0600760219909,False
C0022,donchian_breakout,50,48,0.0,14,1.25,2.0,long,1641,0.3656307129798903,1.792638647787913,-1.3485771300467275,-0.20005216557336708,0.7661564916264966,-328.28560370589537,343.81072380962223,False
C0076,donchian_breakout,100,48,0.0,14,1.25,2.0,long,1614,0.3655514250309789,1.7926353568616085,-1.3489069802595823,-0.20051170212977892,0.7657059307050834,-323.6258872374632,339.1510073411898,False
C0329,bollinger_reentry,100,40,2.0,14,1.75,2.5,long,1863,0.2785829307568438,2.3335066845416574,-1.179277592233593,-0.20067585329298374,0.7641191641624974,-373.8591146848287,382.0217611056943,False
C0353,bollinger_reentry,200,40,2.0,14,1.75,2.5,long,1863,0.2785829307568438,2.3335066845416574,-1.179277592233593,-0.20067585329298374,0.7641191641624974,-373.8591146848287,382.0217611056943,False
C0122,donchian_breakout,200,20,0.0,14,1.75,2.0,short,1684,0.3343230403800475,1.8255663275296206,-1.2192012759293391,-0.20126531349026897,0.7520123802561068,-338.9307879176129,355.3816379293601,False
C0278,rsi_pullback,200,7,30.0,14,1.75,1.5,short,822,0.40145985401459855,1.306026830226621,-1.2128178559438407,-0.2016028359483999,0.7222796080604287,-165.71753114958472,165.97702704105285,False
C0018,donchian_breakout,50,20,0.0,14,1.75,2.5,both,3605,0.287378640776699,2.3239949381325196,-1.2217491413006487,-0.20277802721111685,0.7670943543991084,-731.0147880960762,743.5452120906253,False
C0042,donchian_breakout,50,96,0.0,14,1.25,2.0,both,1995,0.349874686716792,1.8430758223363517,-1.3055335705811488,-0.2039148456405897,0.7597498181383152,-406.81011705297647,422.05460714559683,False
C0096,donchian_breakout,100,96,0.0,14,1.25,2.0,both,1995,0.349874686716792,1.8430758223363517,-1.3055335705811488,-0.2039148456405897,0.7597498181383152,-406.81011705297647,422.05460714559683,False
C0150,donchian_breakout,200,96,0.0,14,1.25,2.0,both,1963,0.34946510443199186,1.8445886004656562,-1.3049931027174548,-0.2043242038974783,0.7593194465452116,-401.0884122507499,413.04241449934835,False
C0125,donchian_breakout,200,20,0.0,14,1.75,2.5,short,1546,0.28783958602846055,2.3041167866328056,-1.2182304825269354,-0.20435950272351708,0.7644475934442596,-315.9397912105574,332.36719734781786,False
C0326,bollinger_reentry,100,40,2.0,14,1.75,1.5,short,2046,0.40078201368523947,1.304818992586715,-1.2140243134780915,-0.20451722111585224,0.7188632255369433,-418.4422344030337,418.4422344030329,False
C0350,bollinger_reentry,200,40,2.0,14,1.75,1.5,short,2046,0.40078201368523947,1.304818992586715,-1.2140243134780915,-0.20451722111585224,0.7188632255369433,-418.4422344030337,418.4422344030329,False
