config_id,family,direction,params_json,macro_expectancy_r,micro_expectancy_r,median_expectancy_r,worst_fold_expectancy_r,validation_std_expectancy_r,positive_fold_ratio,total_validation_trades,folds_tested,total_folds,all_folds_tested,validation_mean_winrate,validation_mean_avg_win_r,validation_mean_avg_loss_r,validation_mean_profit_factor_r,validation_max_drawdown_r,cost_r_per_trade,robust_score
004397fcad66d5,rsi_extreme,short,"{""atr_window"": 14, ""level"": 25.0, ""regime_ema"": 100, ""rr"": 2.5, ""rsi_window"": 7, ""sl_atr"": 1.75, ""weekday_filter"": ""mon_thu""}",0.04248208704383351,0.05962663384722407,0.0827277863997022,-0.7169106546627669,0.4152585430286857,0.8,80,5,5,True,0.35719780219780217,2.2803676148206673,-1.2013270578095312,1.1509075049010984,10.35238156538564,0.24212672359163778,-0.2584805178038427
0049a2440077d5,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 2.25}",-0.3675584392339875,-0.3145737939419687,-0.3194264077469671,-0.941522409022525,0.3738507831745237,0.2,161,5,5,True,0.22439316780780194,2.3350950110725366,-1.1499109349311585,0.638855307661739,26.82130884513514,0.15883962134392018,-0.6808171641545828
0049f87d094ef0,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 2.25}",-0.23750793975425016,-0.1850862273574714,-0.21732693585679425,-0.7169505115416057,0.28844540208462266,0.4,137,5,5,True,0.30694432004776834,1.8420777341296528,-1.1569964772097585,0.7483421100217404,15.150913078539826,0.16261584267024132,-0.49606397412989484
00b24c966bb14c,bollinger_reentry,long,"{""atr_window"": 14, ""regime_ema"": 160, ""rr"": 1.5, ""sl_atr"": 2.25, ""std_mult"": 2.5, ""window"": 60}",0.1558602615989792,0.12331298446224348,0.007132415928246871,-0.043738307490681125,0.2624900170070936,0.6,54,5,5,True,0.538888888888889,1.3173601111373339,-1.1946833371440349,1.493869316770053,5.602973729754661,0.22759021051663747,-0.09738474690456762
01d77a83e90015,rsi_extreme,short,"{""atr_window"": 14, ""level"": 30.0, ""regime_ema"": 100, ""rr"": 2.5, ""rsi_window"": 8, ""sl_atr"": 2.25}",-0.12333625326166112,-0.10243130376639203,-0.19212770105739815,-0.4040583615828152,0.23042875967397206,0.4,214,5,5,True,0.30685045706857056,2.301687018717704,-1.194228156157354,0.8824054804557828,24.261623429795627,0.22409425228025034,-0.32721729976531383
020b30497ca937,roc_momentum,long,"{""atr_window"": 14, ""regime_ema"": 100, ""roc_window"": 3, ""rr"": 2.0, ""sl_atr"": 1.75, ""threshold"": 0.0125}",-0.07002689656617518,-0.007108870416057818,0.07488401304388646,-0.6042100048659254,0.3072491519981282,0.6,286,5,5,True,0.3659873257346363,1.8540621238515513,-1.1807781703749605,0.9670089934405706,22.84325338143695,0.1765357384859593,-0.2683181392319059
02e7a375734d84,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 192, ""bb_window"": 20, ""breakout_lookback"": 48, ""quantile"": 0.1, ""rr"": 1.5, ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 1.5}",-0.3296772230822569,-0.3442742007191944,-0.3038681831547726,-0.5644290574580828,0.1250624029716508,0.0,372,5,5,True,0.38270248427294273,1.226719602016963,-1.2937983754189593,0.597673488583077,51.36304422868553,0.3347333133818967,-0.49220842456808234
03c685cec5821b,bollinger_reentry,short,"{""atr_window"": 17, ""regime_ema"": 100, ""rr"": 2.0, ""sl_atr"": 1.25, ""std_mult"": 2.5, ""window"": 20}",-0.35802507870901007,-0.4103233797512197,-0.3427017769489204,-0.979919093988019,0.39535579712807856,0.2,115,5,5,True,0.33190601668862535,1.700790301433663,-1.385135644947256,0.6761907314783319,23.587241437416264,0.3777166512510211,-0.697369643939716
04110af8f9b8c5,macd_momentum,long,"{""atr_window"": 14, ""fast"": 12, ""regime_ema"": 0, ""rr"": 2.75, ""signal"": 5, ""sl_atr"": 2.25, ""slow"": 21}",-0.15129721470144575,-0.15443097068414074,-0.13615698574206098,-0.28200107384095413,0.08756663486270735,0.0,1166,5,5,True,0.2689686751617888,2.584695630943112,-1.1580737084738169,0.8241772338603017,78.12779626562138,0.1834754884335073,-0.2950805321327994
0584400d1a150d,breakout_volume,long,"{""atr_window"": 14, ""lookback"": 96, ""rr"": 2.5, ""session"": ""london"", ""sl_atr"": 2.25, ""volume_mult"": 1.5, ""volume_window"": 96}",-0.3355596416531366,-0.30588817691619613,-0.32255994393196913,-0.5607038832689003,0.1644762232401616,0.0,259,5,5,True,0.25501240694789085,2.280708627204753,-1.2272069885429624,0.6450803037635244,30.347342743815457,0.24782416384343026,-0.5314644199398841
059ccb9c932963,ema_cross,short,"{""atr_window"": 14, ""fast_ema"": 34, ""rr"": 2.5, ""sl_atr"": 2.25, ""slow_ema"": 144}",-0.1042859754940993,-0.14839905262036912,-0.18591067173684117,-0.2759382798362865,0.15474856824855143,0.2,291,5,5,True,0.30906506942807804,2.3172787737073923,-1.188037773087059,0.8839288344355284,20.79291466258709,0.2170574341497516,-0.264660259618375
059f11a27d9d8c,macd_momentum,long,"{""atr_window"": 14, ""fast"": 12, ""regime_ema"": 200, ""rr"": 1.5, ""signal"": 9, ""sl_atr"": 2.25, ""slow"": 26}",-0.16284118072010118,-0.15743980557480947,-0.18295915000107993,-0.2717501264940487,0.0810670205939014,0.0,875,5,5,True,0.4172817626413849,1.2930849228155878,-1.2058900726187947,0.7741067406990865,63.657545988372966,0.23807042044660448,-0.3033746910170519
05ea2a8aa0473a,donchian_breakout,long,"{""atr_window"": 14, ""lookback"": 96, ""regime_ema"": 100, ""rr"": 2.0, ""sl_atr"": 2.25}",-0.2671201798065123,-0.24250352810478715,-0.23269333267770062,-0.4266878777690354,0.086228312519806,0.0,557,5,5,True,0.3100835606139765,1.80310919177152,-1.1966747296892664,0.6805814476323823,43.766755492785556,0.2219526509300994,-0.41023433606641535
064bc3b1534583,roc_momentum,long,"{""atr_window"": 14, ""regime_ema"": 200, ""roc_window"": 3, ""rr"": 1.5, ""sl_atr"": 2.25, ""threshold"": 0.01}",-0.09064273408778131,-0.08946453518877824,-0.0834167996276803,-0.34299693237832307,0.2121870872650304,0.2,391,5,5,True,0.4185709499078573,1.373813595260211,-1.1450897089265477,0.9141467832547313,24.737590635202306,0.15332513810608397,-0.2767362777202965
07aac86692e2d6,momentum_volume,long,"{""atr_window"": 14, ""roc_window"": 3, ""rr"": 2.0, ""sl_atr"": 2.25, ""threshold"": 0.005, ""volume_mult"": 1.5, ""volume_window"": 20}",-0.15324509286504087,-0.13579185677399755,-0.10370698514017843,-0.32589432199104224,0.1057595029857312,0.0,825,5,5,True,0.3372072602206987,1.8340946739924227,-1.1645251674148442,0.8088296773237691,56.479256252537446,0.19125939416967075,-0.30612484435790643
080399ebe92b71,zscore_reversion,short,"{""atr_window"": 14, ""rr"": 2.5, ""sl_atr"": 2.25, ""window"": 20, ""zscore_threshold"": 1.5}",-0.15358166576802806,-0.1628898773783658,-0.18404158379585944,-0.2873930128217407,0.10258718799718376,0.2,1322,5,5,True,0.29175976459431824,2.330444416663738,-1.1769453314693166,0.821257370771724,93.50839428358667,0.2003590442002899,-0.28487525976662
080adea2395c40,roc_momentum,long,"{""atr_window"": 14, ""regime_ema"": 0, ""roc_window"": 6, ""rr"": 2.0, ""sl_atr"": 2.25, ""threshold"": 0.01}",-0.21342161946599664,-0.15762595006294247,-0.11355046604331752,-0.6367955959728364,0.21969042334129837,0.0,627,5,5,True,0.30637689433968085,1.8698228366384904,-1.1330542027633408,0.7532511456883032,39.783363702047055,0.14973790206333343,-0.42326683113664587
08e2c573d29fea,roc_momentum,long,"{""atr_window"": 14, ""regime_ema"": 100, ""roc_window"": 3, ""rr"": 1.5, ""sl_atr"": 2.25, ""threshold"": 0.01}",-0.1314754050757333,-0.120811627519225,-0.08568089296633337,-0.44262800005698216,0.23230355487270382,0.2,434,5,5,True,0.40090868962140946,1.37529390018858,-1.1401535307530086,0.8601484841205405,35.375497416647,0.1504108862206111,-0.3276271825120852
093c9102e50817,macd_momentum,short,"{""atr_window"": 14, ""fast"": 12, ""regime_ema"": 0, ""rr"": 2.0, ""signal"": 9, ""sl_atr"": 2.25, ""slow"": 34}",-0.17720861670633356,-0.18375034411413174,-0.14785052161578524,-0.2641995050380512,0.062076126498486005,0.0,1487,5,5,True,0.33515526647145966,1.8201123758102244,-1.1840618063882296,0.776941177888115,90.9512054244863,0.21127581785702293,-0.30824667995557653
0ae4f0e0eae738,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 96, ""bb_window"": 20, ""breakout_lookback"": 48, ""quantile"": 0.2, ""rr"": 1.5, ""session"": ""overlap"", ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 1.5}",-0.20120129309746013,-0.2183811952874348,-0.20893842793251993,-0.37535308894564395,0.11862686846684704,0.0,177,5,5,True,0.41610251117991054,1.2866041140298874,-1.2595652457430924,0.738294765023952,16.220195350828096,0.2754803433314549,-0.4015147273308836
0b85fef987478b,macd_momentum,long,"{""atr_window"": 14, ""fast"": 12, ""regime_ema"": 0, ""rr"": 2.5, ""signal"": 5, ""sl_atr"": 2.25, ""slow"": 21}",-0.17366311907826526,-0.17017327143915625,-0.17953999152622463,-0.2613599562519938,0.0644930782510414,0.0,1241,5,5,True,0.2825662258107676,2.332573558289519,-1.1609934193125706,0.7930653008264045,85.36072351197225,0.1866855354667305,-0.30590965820378596
0bde2cd01b95c3,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 96, ""bb_window"": 40, ""breakout_lookback"": 48, ""quantile"": 0.2, ""rr"": 1.5, ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 2.0, ""weekday_filter"": ""weekdays""}",-0.18855283126798475,-0.20309745647351138,-0.17209905750971913,-0.3282701141644302,0.11788978127719228,0.2,362,5,5,True,0.4051378169645729,1.3069559869062886,-1.2060495081468658,0.750130202997328,34.2483813528791,0.23179875265233404,-0.3274977219065809
0c54f738d70b11,rsi_extreme,long,"{""atr_window"": 14, ""level"": 20.0, ""regime_ema"": 160, ""rr"": 2.5, ""rsi_window"": 7, ""sl_atr"": 2.25}",0.17468610712087904,0.04397401328474775,0.2539111223842503,-0.6143980012512756,0.47773429816599433,0.8,94,5,5,True,0.39005997098876355,2.2986194286028065,-1.1846526407266356,1.4062601037156586,17.429154022195597,0.2220054569092577,-0.15284770862878477
0c55c7bf7ab559,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.75, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",-0.5755542164274055,-0.4799029078076231,-0.46154622664471223,-1.1361676275095487,0.32478666359056907,0.0,74,5,5,True,0.1620168067226891,2.3426479212228513,-1.1427141461532595,0.4251081036158501,14.481416395114412,0.16027637710788095,-0.9132808815560234
0cfa3c166ad231,zscore_reversion,short,"{""atr_window"": 14, ""rr"": 2.5, ""sl_atr"": 2.25, ""window"": 80, ""zscore_threshold"": 2.0}",-0.16469671501920063,-0.16147971033680666,-0.17867015266298628,-0.2087865199257168,0.04269755549287784,0.0,719,5,5,True,0.2899892134240421,2.3320401521315355,-1.1842951690397812,0.8047958420743434,40.245422866018,0.20812450660899198,-0.28604549276563956
0d088c33414292,rsi_extreme,short,"{""atr_window"": 14, ""level"": 25.0, ""regime_ema"": 100, ""rr"": 1.5, ""rsi_window"": 7, ""sl_atr"": 1.75}",-0.2580720038306553,-0.28637216541296634,-0.2845151159637958,-0.5415120672268737,0.22516100868649813,0.2,156,5,5,True,0.3950696864111498,1.2542413424222032,-1.2477214529064793,0.6989991429549137,22.45536586121547,0.28649505861860336,-0.4986525081739044
0d4dcae7ae9131,breakout_volume,long,"{""atr_window"": 14, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75, ""volume_mult"": 1.5, ""volume_window"": 48}",-0.3088056051089116,-0.27905681656406806,-0.2504385938426829,-0.5103222054886644,0.1313144991582675,0.0,567,5,5,True,0.2725162287981133,2.2372925912324284,-1.2616388254736388,0.6700870639649376,50.64348960282333,0.28929659335014735,-0.4744628546880454
0e199fe04cac78,rsi_momentum,short,"{""atr_window"": 14, ""regime_ema"": 200, ""rr"": 2.0, ""rsi_window"": 14, ""sl_atr"": 2.25, ""threshold"": 50.0}",-0.14145052900350122,-0.13218892720228342,-0.1603088922823555,-0.21502115385607612,0.06516889752963712,0.0,782,5,5,True,0.3471924195389663,1.8073659569134262,-1.1776181904223062,0.8191558072542083,38.16177185608215,0.21215739717737803,-0.27403497776831975
0e819617f793aa,rsi_extreme,short,"{""atr_window"": 14, ""level"": 30.0, ""regime_ema"": 100, ""rr"": 2.0, ""rsi_window"": 7, ""sl_atr"": 1.75}",-0.14551549644838607,-0.15810192553450178,-0.1446659979157392,-0.3531998293980554,0.14812447535335507,0.2,368,5,5,True,0.36879712081767363,1.754244506107718,-1.2576694983108225,0.8293050616520091,32.03152630136118,0.2841378437138915,-0.2995777341250636
0e8713b75bea49,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 7, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 1.75}",-0.24680030744869058,-0.1717840555887473,-0.1449398519297566,-0.9163871008197549,0.38910642936736084,0.4,253,5,5,True,0.261057881773399,2.3242876272969903,-1.1553181769449072,0.7703774627852285,29.261118567203685,0.17864737881740828,-0.5170201887990378
0eb8e98c006618,bollinger_fade,short,"{""atr_window"": 14, ""regime_ema"": 100, ""rr"": 2.0, ""session"": ""asia"", ""sl_atr"": 2.25, ""std_mult"": 2.0, ""window"": 20}",-0.3222165352369464,-0.3662012883655343,-0.1830869419018542,-0.714202498388114,0.27688457340467043,0.0,196,5,5,True,0.2945465013886067,1.8141551305648673,-1.213302754089798,0.6594464572573793,40.620871286843844,0.23257951455343778,-0.5953254886059482
0ecfc8da30d85f,rsi_extreme,short,"{""atr_window"": 14, ""level"": 30.0, ""regime_ema"": 100, ""rr"": 2.5, ""rsi_window"": 7, ""session"": ""high_liquidity"", ""sl_atr"": 2.25}",-0.06919227303708013,-0.04218070260784821,-0.12007813713005368,-0.2622808886220071,0.15021613876119747,0.4,236,5,5,True,0.32320105820105816,2.295357629267239,-1.1985504124367385,0.92797469044195,16.01717118070447,0.2338751864265726,-0.2256336757510122
0f255e15c2deef,ema_cross,long,"{""atr_window"": 14, ""fast_ema"": 34, ""rr"": 2.0, ""sl_atr"": 2.25, ""slow_ema"": 55, ""weekday_filter"": ""weekdays""}",-0.09200369356567073,-0.06581870564717451,-0.16675144392153984,-0.339168300861141,0.19816680395069122,0.4,362,5,5,True,0.3587384482248184,1.8266209179182809,-1.1656767302902573,0.9043961434787132,29.063193254957106,0.19805239795163204,-0.2510870955410163
0f363c9438ff8d,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 96, ""bb_window"": 20, ""breakout_lookback"": 48, ""quantile"": 0.1, ""rr"": 1.5, ""session"": ""overlap"", ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 1.5}",-0.19280783764276904,-0.14278915990488872,-0.1927260495923517,-0.386584796838878,0.1808460820854743,0.2,134,5,5,True,0.4282539682539682,1.2628638368160552,-1.2929885949456963,0.7604772055389218,14.47819489065985,0.2971164492833713,-0.4185642120188396
0f5d50649bf5fa,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 96, ""bb_window"": 20, ""breakout_lookback"": 48, ""quantile"": 0.1, ""rr"": 1.5, ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 1.5, ""weekday_filter"": ""mon_thu""}",-0.29189078646677846,-0.2615413231793917,-0.26313307695993954,-0.5400685726310398,0.19252079147416948,0.0,214,5,5,True,0.3666413193852218,1.3052796469970513,-1.219478750331223,0.6464287506547819,25.233053838906997,0.2377338997697172,-0.5168178488705298
0fdfe406aeb27b,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 96, ""bb_window"": 40, ""breakout_lookback"": 48, ""quantile"": 0.2, ""rr"": 2.5, ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 2.0}",-0.1874365033862615,-0.18677680665901394,-0.21386864207859108,-0.2668443653257641,0.0706433519046649,0.0,463,5,5,True,0.3066702759121881,2.2467244096171504,-1.2637733284655037,0.7884199426287658,39.94358272872149,0.2967378461864281,-0.32275817933859396
111d9e990bb7ae,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",-0.5694966245656736,-0.49562963456192016,-0.36818489757217987,-1.2011774088692964,0.34202387411492996,0.0,133,5,5,True,0.16853479853479852,2.3452559650485507,-1.1598789770627052,0.44127198736121614,20.84300830413588,0.1690831027840482,-0.8961752282898052
11a5566b3fed7a,rsi_momentum,short,"{""atr_window"": 14, ""regime_ema"": 200, ""rr"": 2.0, ""rsi_window"": 21, ""sl_atr"": 2.25, ""threshold"": 60.0}",-0.11153931178526673,-0.11897535831166862,-0.05144407946406456,-0.35617520823210824,0.12249052354699626,0.0,736,5,5,True,0.35544151363300297,1.8274238756088337,-1.1809941564108553,0.8634182525472859,62.909982292969524,0.20889940406077961,-0.27278457355876484
11d928091de912,zscore_reversion,short,"{""atr_window"": 14, ""rr"": 2.0, ""sl_atr"": 2.25, ""window"": 20, ""zscore_threshold"": 2.0}",-0.1697031398392252,-0.16901240047761987,-0.17396949265551087,-0.21854611730985032,0.04274146797670885,0.0,1336,5,5,True,0.33894780285842635,1.8210941089001165,-1.1903467260911207,0.785625175375824,69.96814424579303,0.2148053617203939,-0.29107387382757965
12c488933dea00,momentum_volume,both,"{""atr_window"": 14, ""roc_window"": 6, ""rr"": 2.0, ""sl_atr"": 2.25, ""threshold"": 0.005, ""volume_mult"": 1.0, ""volume_window"": 96}",-0.10573642966456742,-0.11140621368967393,-0.12759081246636003,-0.1888267631450172,0.06754368623605075,0.0,1654,5,5,True,0.3520597307898713,1.840659403336322,-1.1634916293998088,0.8628141569469914,88.58213347220757,0.1882084337257285,-0.23950827278259282
12d8ee1fc12170,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 17, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",-0.5773574826489869,-0.5124876592729557,-0.476109746840823,-1.2585713981914277,0.3849645700901142,0.0,103,5,5,True,0.16940438871473354,2.333629686855344,-1.1699937862869683,0.44910143734271346,21.34491455134443,0.17369801776375304,-0.9355064343607107
136655166243ef,bollinger_fade,short,"{""atr_window"": 14, ""regime_ema"": 200, ""rr"": 1.5, ""sl_atr"": 2.25, ""std_mult"": 1.5, ""window"": 20}",-0.14472765330214687,-0.1603991209226488,-0.1621666136939006,-0.24246563933041945,0.0756513760180937,0.0,786,5,5,True,0.41462708007395827,1.3177746552275955,-1.1821621692446507,0.7949603638434761,42.3972676548917,0.2053250009760829,-0.2825533413111937
1376462f9de05c,rolling_range_breakout,long,"{""atr_window"": 14, ""breakout_atr_buffer"": 0.25, ""lookback"": 96, ""regime_ema"": 200, ""rr"": 2.5, ""sl_atr"": 1.75}",-0.3890370738981555,-0.31867751481896495,-0.24101613773579297,-0.8365168249598024,0.24526561527986296,0.0,514,5,5,True,0.24580261929333136,2.2493664146180063,-1.2481318872899627,0.6061836105467833,51.55789257831538,0.27939917283302357,-0.611669881538087
14991010b03da4,rolling_range_breakout,long,"{""atr_window"": 14, ""breakout_atr_buffer"": 0.25, ""lookback"": 96, ""regime_ema"": 50, ""rr"": 2.5, ""sl_atr"": 2.25, ""weekday_filter"": ""weekdays""}",-0.2505239656202118,-0.20318434446417843,-0.25889866913474724,-0.5351203463802455,0.1796662172008386,0.0,339,5,5,True,0.26098506946446076,2.324248970828479,-1.1595912989153696,0.7210542649822302,32.29274948211724,0.18516159902114773,-0.4403570742206311
14a0333efbbb11,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.75, ""sl_atr"": 2.25}",-0.6427447467995625,-0.5811061365563591,-0.5905445961680562,-1.2011774088692964,0.2998930115369273,0.0,131,5,5,True,0.13774426009720128,2.5917180541477016,-1.158454596519221,0.37853274352630606,21.67374034055362,0.16904649322244442,-0.9490245859013595
14ec66a8889c40,rsi_momentum,short,"{""atr_window"": 14, ""regime_ema"": 0, ""rr"": 2.0, ""rsi_window"": 14, ""sl_atr"": 2.25, ""threshold"": 50.0}",-0.1772156347964406,-0.16569021463963945,-0.20158088945141725,-0.31251252829619025,0.1054252875172727,0.2,1440,5,5,True,0.3358188882577171,1.8167789777101355,-1.1851218281535556,0.7826070357789657,82.0748333571644,0.2137254116478906,-0.309928278555077
153c9dde360c5e,breakout_volume,long,"{""atr_window"": 14, ""lookback"": 96, ""rr"": 2.5, ""session"": ""new_york"", ""sl_atr"": 2.25, ""volume_mult"": 1.5, ""volume_window"": 96}",-0.20810648807466547,-0.20483171682552503,-0.2435975181224927,-0.31521892859724426,0.11018001996084408,0.0,265,5,5,True,0.2807678860045519,2.3108049303462095,-1.191566727882593,0.763321805675082,31.545448837589134,0.20517627128297528,-0.3748631647217541
15d05504c551f5,breakout_volume,long,"{""atr_window"": 14, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75, ""volume_mult"": 1.0, ""volume_window"": 48}",-0.32517326455042594,-0.29436469280993455,-0.2531605907773701,-0.5343790750013078,0.11736684945465801,0.0,596,5,5,True,0.26680345911865044,2.2417829497485253,-1.258393380750322,0.6529556519411043,50.80967627951004,0.28524085746406846,-0.48385668927775494
15f25f540f4ba0,macd_momentum,long,"{""atr_window"": 14, ""fast"": 8, ""regime_ema"": 0, ""rr"": 2.5, ""signal"": 5, ""sl_atr"": 2.25, ""slow"": 26}",-0.16675431907702523,-0.160786516051898,-0.20288195841857917,-0.2276690834394938,0.07433340769848155,0.0,1237,5,5,True,0.28414951276569134,2.3369867722344986,-1.1606214286558916,0.8020084462374442,78.93069853178457,0.18372591501534813,-0.303921022926266
16292c3e830157,macd_momentum,both,"{""atr_window"": 14, ""fast"": 6, ""regime_ema"": 0, ""rr"": 2.0, ""signal"": 5, ""sl_atr"": 2.25, ""slow"": 26}",-0.14132672818327938,-0.14321829050803722,-0.1341307059759664,-0.23016918229676772,0.04990023564364492,0.0,1710,5,5,True,0.33861153993677523,1.8459937404476734,-1.158746903473399,0.8169049360209902,95.84017558590318,0.18270276113095452,-0.2662768460051018
16ac6f3b2bd37a,macd_momentum,both,"{""atr_window"": 14, ""fast"": 10, ""regime_ema"": 0, ""rr"": 2.0, ""signal"": 5, ""sl_atr"": 2.25, ""slow"": 21}",-0.13482842354753458,-0.13923974251185614,-0.1469955771846733,-0.16197108463623153,0.0219209684938122,0.0,1723,5,5,True,0.3427081843261069,1.8371112716302407,-1.162942689448004,0.823969712364238,80.52952792247957,0.1877480683449852,-0.24578890779444068
16b8ed5cedec2d,bollinger_fade,short,"{""atr_window"": 14, ""regime_ema"": 200, ""rr"": 2.5, ""sl_atr"": 2.25, ""std_mult"": 2.0, ""window"": 20}",-0.10852654830483037,-0.11592829375318367,-0.10205553536810753,-0.26464079312894634,0.10573285693493699,0.2,546,5,5,True,0.3066941339193609,2.3015173441964834,-1.1746760891531767,0.8733931958944797,35.81062348663748,0.2092130274626701,-0.24139297677229887
1780008fa0447a,donchian_breakout,long,"{""atr_window"": 14, ""lookback"": 96, ""regime_ema"": 100, ""rr"": 2.5, ""sl_atr"": 1.75}",-0.31990382597003236,-0.2876195457254663,-0.2601290505382161,-0.5343790750013078,0.1235610439271176,0.0,603,5,5,True,0.26810876635472486,2.242021319878788,-1.2574587752027508,0.6583629812037135,52.98052833729108,0.2845195477509401,-0.48168434793359116
18d60509ac6002,donchian_breakout,long,"{""atr_window"": 14, ""lookback"": 48, ""regime_ema"": 200, ""rr"": 2.5, ""sl_atr"": 2.25, ""weekday_filter"": ""weekdays""}",-0.17249866883511883,-0.16681179258683446,-0.2007388218924969,-0.26863737443555014,0.06888354988522068,0.0,512,5,5,True,0.2850703037053874,2.3201822772628247,-1.166427873971228,0.7950110779705717,42.88764384853821,0.19121178985177079,-0.30694044377772917
19189ff6d3e945,bollinger_fade,short,"{""atr_window"": 14, ""regime_ema"": 200, ""rr"": 2.5, ""sl_atr"": 2.25, ""std_mult"": 1.5, ""window"": 20}",-0.1024183303082509,-0.11103395451604502,-0.03298741341023302,-0.25922540200342437,0.10308688554402924,0.0,647,5,5,True,0.3082357631404467,2.3114667475790682,-1.1785934632079884,0.8797006844946068,39.37595707946349,0.20274568968445786,-0.2539617730802655
19388e11198ae1,roc_momentum,short,"{""atr_window"": 14, ""regime_ema"": 240, ""roc_window"": 12, ""rr"": 2.0, ""sl_atr"": 2.25, ""threshold"": 0.01}",-0.02400796998808764,-0.03854054902216494,-0.016933728504976285,-0.13656840769820197,0.06224836301201075,0.2,601,5,5,True,0.37042119193443596,1.872849109938175,-1.140404451086238,0.9687711302493442,25.526480151914342,0.16208214059468395,-0.13513215149409302
193be030c93d53,zscore_reversion,short,"{""atr_window"": 14, ""rr"": 2.0, ""sl_atr"": 2.25, ""window"": 20, ""zscore_threshold"": 2.5}",-0.20384571734111057,-0.20957714932910118,-0.22418096444111904,-0.2574599047113292,0.05293973976828591,0.0,896,5,5,True,0.3312357228047102,1.8133112613612994,-1.2029552230269698,0.7483604735388163,58.74345434137531,0.22676538355671733,-0.33031558722525356
1a6ecf30b97e26,momentum_volume,long,"{""atr_window"": 14, ""roc_window"": 3, ""rr"": 2.5, ""sl_atr"": 2.25, ""threshold"": 0.005, ""volume_mult"": 1.0, ""volume_window"": 48, ""weekday_filter"": ""weekdays""}",-0.11339216479618468,-0.09245254350233961,-0.11593531287380905,-0.23008029215898523,0.08350799681773526,0.0,797,5,5,True,0.29531936872760384,2.350749663867363,-1.1461654606313285,0.8636417598485246,38.62482767883131,0.17057520468920134,-0.25514616320505235
1ac50b9ccd230f,rsi_momentum,short,"{""atr_window"": 14, ""regime_ema"": 100, ""rr"": 2.0, ""rsi_window"": 21, ""sl_atr"": 2.25, ""threshold"": 50.0}",-0.19556510654944653,-0.18326581319527496,-0.20866150116757218,-0.30293752885669295,0.08498717931180953,0.0,823,5,5,True,0.33243594250943037,1.8128999652405557,-1.1951983017949432,0.7595196827222956,52.805731108699575,0.22435059397882418,-0.33805869620535134
1ae039758351f4,squeeze_breakout,long,"{""atr_window"": 14, ""bandwidth_lookback"": 192, ""bb_window"": 20, ""breakout_lookback"": 48, ""quantile"": 0.2, ""rr"": 1.5, ""sl_atr"": 2.0, ""squeeze_memory"": 12, ""std_mult"": 1.5}",-0.2768381306179145,-0.2790528014105696,-0.2683432619415519,-0.481184539497173,0.11641636076847048,0.0,510,5,5,True,0.3959638760486218,1.244920969019644,-1.2744934377269745,0.6502966784391371,57.74214473966077,0.3129097078330389,-0.43504631100214974
1b202f2afb46c0,momentum_volume,long,"{""atr_window"": 14, ""roc_window"": 6, ""rr"": 2.5, ""sl_atr"": 2.25, ""threshold"": 0.005, ""volume_mult"": 1.5, ""volume_window"": 48}",-0.12040352496124082,-0.12285281522634486,-0.11900777271833435,-0.22987886786434122,0.06862761846460455,0.0,771,5,5,True,0.30169176175363827,2.3236805818515642,-1.1764256655862213,0.8554338386618492,49.47856316916773,0.20049338738127792,-0.25471733419354314
